Table Name,Column Name,Description,Business Context,Exclude Column,Data Type,Is Primary Key,Is Foreign Key
Payments,P2PACPY102_GovernmentKeyword,,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,nvarchar,No,No
Payments,P2PCIPY146,"Payments to Employee(s) in Vendor Master with same Addresses, different Names","Holds fields related to compliance, corruption index, and transaction risk scoring.",No,nvarchar,No,No
Payments,P2PCIPY146_MatchingEmployeeAdd,,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,nvarchar,No,No
Payments,P2PCIPY146_MatchingAddEmployees,,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,nvarchar,No,No
Payments,P2PCIPY146_GRD,"Payments to Employee(s) in Vendor Master with same Addresses, different Names","Holds fields related to compliance, corruption index, and transaction risk scoring.",No,int,No,No
Payments,P2PCIPY151,"Duplicate Payment(s) with same Vendor, same Amount, different Date(s), same Invoice number, different Payees (Vendor(s)) with Conflict of Interest","Holds fields related to compliance, corruption index, and transaction risk scoring.",No,nvarchar,No,No
Payments,P2PCIPY151_GRD,"Duplicate Payment(s) with same Vendor, same Amount, different Date(s), same Invoice number, different Payees (Vendor(s)) with Conflict of Interest","Holds fields related to compliance, corruption index, and transaction risk scoring.",No,int,No,No
Payments,P2PCIPY151_COIType,"Duplicate Payment(s) with same Vendor, same Amount, different Date(s), same Invoice number, different Payees (Vendor(s)) with Conflict of Interest","Holds fields related to compliance, corruption index, and transaction risk scoring.",No,nvarchar,No,No
Payments,P2PCIPY152,"Duplicate Payment(s) with same Vendor, same Amount, different Date(s), same Invoice number, different Payees (Vendor and Employee) with Conflict of Interest","Holds fields related to compliance, corruption index, and transaction risk scoring.",No,nvarchar,No,No
Payments,P2PCIPY152_GRD,"Duplicate Payment(s) with same Vendor, same Amount, different Date(s), same Invoice number, different Payees (Vendor and Employee) with Conflict of Interest","Holds fields related to compliance, corruption index, and transaction risk scoring.",No,int,No,No
Payments,P2PCIPY152_COIType,"Duplicate Payment(s) with same Vendor, same Amount, different Date(s), same Invoice number, different Payees (Vendor and Employee) with Conflict of Interest","Holds fields related to compliance, corruption index, and transaction risk scoring.",No,nvarchar,No,No
Payments,P2PFMPY215,Payment(s) to Vendor(s) on same Date of Vendor creation,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,nvarchar,No,No
Payments,P2PFMPY215_VendorCreationDate,,Contains attributes that identify and describe vendors or suppliers.,No,date,No,No
Payments,P2PFMPY251,Payment to Vendor(s) before PO creation,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,nvarchar,No,No
Payments,P2PFMPY251_PODate,Payment to Vendor(s) before PO creation,"Includes key payment transaction information such as invoice data, amounts, and posting details.",No,date,No,No
Payments,P2PFMPY251_DifferenceInDays,,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,int,No,No
Payments,P2PFMPY252,"Payment against a cancelled or deleted PO, where PO is required","Holds fields related to compliance, corruption index, and transaction risk scoring.",No,nvarchar,No,No
Payments,P2PFMPY253,Monthly Recurring Payments (3 or more consecutive months),"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,nvarchar,No,No
Payments,P2PFMPY253_GRD,Monthly Recurring Payments (3 or more consecutive months),"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,int,No,No
Payments,P2PFMPY255,"Payment(s) to Vendor(s) where Payment terms include ""immediate"" ""Advance"" etc","Holds fields related to compliance, corruption index, and transaction risk scoring.",No,nvarchar,No,No
Payments,P2PFMPY256,"Payment(s) to Vendor(s) with Vendor names like ""misc, one-time, cash, anonymous etc.","Holds fields related to compliance, corruption index, and transaction risk scoring.",No,nvarchar,No,No
Payments,P2PFMPY256_Keyword,"Payment(s) to Vendor(s) with Vendor names like ""misc, one-time, cash, anonymous etc.","Holds fields related to compliance, corruption index, and transaction risk scoring.",No,nvarchar,No,No
Payments,P2PFMPY257,"Payment(s) to Vendor(s) with Invalid address(es) (""apartment"", ""care of"", PO Box etc.)","Holds fields related to compliance, corruption index, and transaction risk scoring.",No,nvarchar,No,No
Payments,P2PFMPY261,Payments made on Weekend(s) or Public holiday(s),"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,nvarchar,No,No
Payments,P2PFMPY261_HolidayOrWeekends,,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,nvarchar,No,No
Payments,P2PFMPY262,Round Currency Payment(s),"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,nvarchar,No,No
Payments,P2PFMPY262_RoundedTo,,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,nvarchar,No,No
Payments,P2PFMPY264,Payment(s) to Vendor(s) not listed in Vendor Master,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,nvarchar,No,No
Payments,P2PFMPY266,Payment(s) to Vendor(s) with mismatch between Vendor Bank Account and Payee Bank Account,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,nvarchar,No,No
Payments,P2PFMPY267,Payment(s) to Vendor(s) with mismatch between Vendor Address and Payee Address,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,nvarchar,No,No
Payments,P2PFMPY267_MismatchedVendorAdd,,Contains attributes that identify and describe vendors or suppliers.,No,nvarchar,No,No
Payments,P2PFMPY268,Payment(s) to Vendor(s) with mismatch between Vendor Currency and Payment Currency,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,nvarchar,No,No
Payments,P2PFMPY271,Vendor(s) with one Payment,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,nvarchar,No,No
Payments,P2PFMPY272,One Time Vendor(s) with multiple Payments,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,nvarchar,No,No
Payments,P2PFMPY273,Multiple Payments to same Vendor on same Date,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,nvarchar,No,No
Payments,P2PFMPY273_GRD,Multiple Payments to same Vendor on same Date,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,int,No,No
Payments,P2PFMPY603,"Payments to an Invoice, with corresponding Cancelled Invoices, whose total value is Zero or negative","Holds fields related to compliance, corruption index, and transaction risk scoring.",No,nvarchar,No,No
Payments,P2PFMPY603_GRD,"Payments to an Invoice, with corresponding Cancelled Invoices, whose total value is Zero or negative","Holds fields related to compliance, corruption index, and transaction risk scoring.",No,int,No,No
Payments,P2PFMPY603_TotalInvoiceAmount,Total invoice amount in vendor currency.,"Includes key payment transaction information such as invoice data, amounts, and posting details.",No,decimal,No,No
Payments,P2PFMPY603_TotalPaymentAmount,,"Includes key payment transaction information such as invoice data, amounts, and posting details.",No,decimal,No,No
Payments,P2PHRPY301,Payment(s) made to Vendor(s) in high-risk Country using CPI Index,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,nvarchar,No,No
Payments,P2PHRPY302,Risky Vendors - Vendor name(s) matching with OFAC Sanctions List,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,nvarchar,No,No
Payments,P2PHRPY302_SanctionedProgram,,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,nvarchar,No,No
Payments,P2PHRPY302_OFACName,,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,nvarchar,No,No
Payments,P2PHRPY303,Risky Vendors - Vendor name matches using Panama Papers - Payments,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,nvarchar,No,No
Payments,P2PHRPY303_PanamaName,,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,nvarchar,No,No
Payments,P2PHRPY303_JurisdictionDescription,,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,nvarchar,No,No
Payments,P2PHRPY304,Risky Vendors - Vendor address matches using Panama Papers - Payments,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,nvarchar,No,No
Payments,P2PHRPY304_PanamaAddress,,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,nvarchar,No,No
Payments,P2PHRPY304_Country,Risky Vendors - Vendor address matches using Panama Papers - Payments,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,nvarchar,No,No
Payments,P2PHRPY305,Risky Vendors - Payment(s) from Vendor(s) from Embargoed Countries,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,nvarchar,No,No
Payments,P2PHRPY305_AdditionalEmbargoDetails,,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,nvarchar,No,No
Payments,P2PHRPY305_IssuingAuthority,,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,nvarchar,No,No
Payments,P2PHRPY305_TypeandScopeofEmbargoorSanction,,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,nvarchar,No,No
Payments,P2PICPY601,Payment(s) to Vendor(s) without invoice(s),Binary or categorical indicators marking transactions or vendors for potential fraud or compliance issues.,No,nvarchar,No,No
Payments,P2PICPY602,Payment Amount greater than Invoice Amount,Binary or categorical indicators marking transactions or vendors for potential fraud or compliance issues.,No,nvarchar,No,No
Payments,P2PICPY602_GRD,Payment Amount greater than Invoice Amount,Binary or categorical indicators marking transactions or vendors for potential fraud or compliance issues.,No,int,No,No
Payments,P2PICPY602_TotalInvoiceAmount,Total invoice amount in vendor currency.,"Includes key payment transaction information such as invoice data, amounts, and posting details.",No,decimal,No,No
Payments,P2PICPY602_TotalPaymentAmount,,"Includes key payment transaction information such as invoice data, amounts, and posting details.",No,decimal,No,No
Payments,P2PICPY605,"Transaction(s) with same PR date, PO date, invoice date and payment date",Binary or categorical indicators marking transactions or vendors for potential fraud or compliance issues.,No,nvarchar,No,No
Payments,P2PICPY605_PRDate,"Transaction(s) with same PR date, PO date, invoice date and payment date",,No,date,No,No
Payments,P2PPVPY741,Split Payments against an invoice,Binary or categorical indicators marking transactions or vendors for potential fraud or compliance issues.,No,nvarchar,No,No
Payments,P2PPVPY741_GRD,Split Payments against an invoice,Binary or categorical indicators marking transactions or vendors for potential fraud or compliance issues.,No,int,No,No
Payments,P2PPVPY741_TotalInvoiceAmount,Total invoice amount in vendor currency.,"Includes key payment transaction information such as invoice data, amounts, and posting details.",No,decimal,No,No
Payments,P2PPVPY741_TotalPaymentAmount,,"Includes key payment transaction information such as invoice data, amounts, and posting details.",No,decimal,No,No
Payments,P2PCRPY220,"Duplicate Payment(s) with same Vendor, same Amount, same Date, same Invoice number","Holds fields related to compliance, corruption index, and transaction risk scoring.",No,nvarchar,No,No
Payments,P2PCRPY220_GRD,"Duplicate Payment(s) with same Vendor, same Amount, same Date, same Invoice number","Holds fields related to compliance, corruption index, and transaction risk scoring.",No,int,No,No
Payments,P2PCRPY221,"Duplicate Payment(s) with Blank Vendor number, same Amount, same Date and Blank Invoice number","Holds fields related to compliance, corruption index, and transaction risk scoring.",No,nvarchar,No,No
Payments,P2PCRPY221_GRD,"Duplicate Payment(s) with Blank Vendor number, same Amount, same Date and Blank Invoice number","Holds fields related to compliance, corruption index, and transaction risk scoring.",No,int,No,No
Payments,P2PCRPY222,"Duplicate Payment(s) with same Vendor, same Amount, same Date, similar Invoice number(s)","Holds fields related to compliance, corruption index, and transaction risk scoring.",No,nvarchar,No,No
Payments,P2PCRPY222_GRD,"Duplicate Payment(s) with same Vendor, same Amount, same Date, similar Invoice number(s)","Holds fields related to compliance, corruption index, and transaction risk scoring.",No,int,No,No
Payments,P2PCRPY223,"Duplicate Payment(s) with same Vendor, same Amount, same Date, different Invoice number(s)","Holds fields related to compliance, corruption index, and transaction risk scoring.",No,nvarchar,No,No
Payments,P2PCRPY223_GRD,"Duplicate Payment(s) with same Vendor, same Amount, same Date, different Invoice number(s)","Holds fields related to compliance, corruption index, and transaction risk scoring.",No,int,No,No
Payments,P2PCRPY224,"Duplicate Payment(s) with different Vendor(s), same Amount, same Date, same Invoice number","Holds fields related to compliance, corruption index, and transaction risk scoring.",No,nvarchar,No,No
Payments,P2PCRPY224_GRD,"Duplicate Payment(s) with different Vendor(s), same Amount, same Date, same Invoice number","Holds fields related to compliance, corruption index, and transaction risk scoring.",No,int,No,No
Payments,P2PCRPY225,"Duplicate Payment(s) with different Vendor(s), same Amount, same Date, similar Invoice number(s)","Holds fields related to compliance, corruption index, and transaction risk scoring.",No,nvarchar,No,No
Payments,P2PCRPY225_GRD,"Duplicate Payment(s) with different Vendor(s), same Amount, same Date, similar Invoice number(s)","Holds fields related to compliance, corruption index, and transaction risk scoring.",No,int,No,No
Payments,P2PCRPY226,"Duplicate Payment(s) with same Vendor, same Amount, different Date(s), similar Invoice number(s)","Holds fields related to compliance, corruption index, and transaction risk scoring.",No,nvarchar,No,No
Payments,P2PCRPY226_GRD,"Duplicate Payment(s) with same Vendor, same Amount, different Date(s), similar Invoice number(s)","Holds fields related to compliance, corruption index, and transaction risk scoring.",No,int,No,No
Payments,P2PCRPY227,"Duplicate Payment(s) with same Vendor, same Amount, different Date(s), same Invoice number","Holds fields related to compliance, corruption index, and transaction risk scoring.",No,nvarchar,No,No
Payments,P2PCRPY227_GRD,"Duplicate Payment(s) with same Vendor, same Amount, different Date(s), same Invoice number","Holds fields related to compliance, corruption index, and transaction risk scoring.",No,int,No,No
Payments,P2PSTPY990,Outlier and unusual Payment(s) using Statistical Anomaly detection by Vendor(s),Binary or categorical indicators marking transactions or vendors for potential fraud or compliance issues.,No,nvarchar,No,No
Payments,P2PSTPY990_Min_Threshold,,Binary or categorical indicators marking transactions or vendors for potential fraud or compliance issues.,No,decimal,No,No
Payments,P2PSTPY990_Max_Threshold,,Binary or categorical indicators marking transactions or vendors for potential fraud or compliance issues.,No,decimal,No,No
Payments,P2PACPY101_Tran_Score,,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,decimal,No,No
Payments,P2PACPY102_Tran_Score,,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,decimal,No,No
Payments,P2PCIPY146_Tran_Score,,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,decimal,No,No
Payments,P2PCIPY151_Tran_Score,,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,decimal,No,No
Payments,P2PCIPY152_Tran_Score,,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,decimal,No,No
Payments,P2PFMPY215_Tran_Score,,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,decimal,No,No
Payments,P2PFMPY251_Tran_Score,,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,decimal,No,No
Payments,P2PFMPY252_Tran_Score,,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,decimal,No,No
Payments,P2PFMPY253_Tran_Score,,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,decimal,No,No
Payments,P2PFMPY255_Tran_Score,,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,decimal,No,No
Payments,P2PFMPY256_Tran_Score,,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,decimal,No,No
Payments,P2PFMPY257_Tran_Score,,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,decimal,No,No
Payments,P2PFMPY261_Tran_Score,,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,decimal,No,No
Payments,P2PFMPY262_Tran_Score,,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,decimal,No,No
Payments,P2PFMPY264_Tran_Score,,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,decimal,No,No
Payments,P2PFMPY266_Tran_Score,,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,decimal,No,No
Payments,P2PFMPY267_Tran_Score,,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,decimal,No,No
Payments,P2PFMPY268_Tran_Score,,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,decimal,No,No
Payments,P2PFMPY271_Tran_Score,,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,decimal,No,No
Payments,P2PFMPY272_Tran_Score,,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,decimal,No,No
Payments,P2PFMPY273_Tran_Score,,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,decimal,No,No
Payments,P2PFMPY603_Tran_Score,,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,decimal,No,No
Payments,P2PHRPY301_Tran_Score,,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,decimal,No,No
Payments,P2PHRPY302_Tran_Score,,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,decimal,No,No
Payments,P2PHRPY303_Tran_Score,,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,decimal,No,No
Payments,P2PHRPY304_Tran_Score,,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,decimal,No,No
Payments,P2PHRPY305_Tran_Score,,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,decimal,No,No
Payments,P2PICPY601_Tran_Score,,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,decimal,No,No
Payments,P2PICPY602_Tran_Score,,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,decimal,No,No
Payments,P2PICPY605_Tran_Score,,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,decimal,No,No
Payments,P2PPVPY741_Tran_Score,,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,decimal,No,No
Payments,P2PCRPY220_Tran_Score,,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,decimal,No,No
Payments,P2PCRPY221_Tran_Score,,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,decimal,No,No
Payments,P2PCRPY222_Tran_Score,,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,decimal,No,No
Payments,P2PCRPY223_Tran_Score,,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,decimal,No,No
Payments,P2PCRPY224_Tran_Score,,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,decimal,No,No
Payments,P2PCRPY225_Tran_Score,,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,decimal,No,No
Payments,P2PCRPY226_Tran_Score,,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,decimal,No,No
Payments,P2PCRPY227_Tran_Score,,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,decimal,No,No
Payments,P2PSTPY990_Tran_Score,,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,decimal,No,No
Payments,P2PFMPY270,"Payment(s) to same Vendor, but to more than one bank account","Holds fields related to compliance, corruption index, and transaction risk scoring.",No,nvarchar,No,No
Payments,P2PFMPY270_Tran_Score,,"Holds fields related to compliance, corruption index, and transaction risk scoring.",No,decimal,No,No
Payments,P2PFMPY270_AccountNumber,,"Links the payment record to internal systems, ledgers, and organizational codes.",No,nvarchar,No,No
Invoices,VendorNumber,Unique identifier for vendor associated with the invoice.,,No,nvarchar,No,No
Invoices,VendorName,Name of the vendor billed in the invoice.,,No,nvarchar,No,No
Invoices,VendorCountry,Country code where the vendor is registered.,,No,nvarchar,No,No
Invoices,VendorCountryName,Full country name of the vendor's registration.,,No,nvarchar,No,No
Invoices,VendorCategory,Classification or type/category of the vendor.,,No,nvarchar,No,No
Invoices,OneTimeVendorFlag,Indicates if the vendor is a one-time/infrequent vendor.,,No,nvarchar,No,No
Invoices,VendorCurrency,The original currency of the invoice/vendor.,,No,nvarchar,No,No
Invoices,CPIScore,Corruption Perception Index risk score for the vendor.,,No,decimal,No,No
Invoices,CompanyCode,Internal code for company booking the invoice.,,No,nvarchar,No,No
Invoices,CompanyCodeName,Name associated with the company code.,,No,nvarchar,No,No
Invoices,PhysicalInvoiceNo,Invoice number from the physical paper invoice.,,No,nvarchar,No,No
Invoices,FiscalYear,Fiscal year for the invoice record.,,No,nvarchar,No,No
Invoices,RefNo,External reference number for the line.,,No,nvarchar,No,No
Invoices,SystemInvoiceNo,System-generated unique invoice number.,,No,nvarchar,No,No
Invoices,AmountVat_VC,Total tax amount in vendor currency.,,No,decimal,No,No
Invoices,AmountIncl_VC,Total amount including tax in vendor currency.,,No,decimal,No,No
Invoices,AmountExcl_VC,Amount excluding tax in vendor currency.,,No,decimal,No,No
Invoices,AmountVat_RC,Total tax amount in reported currency.,,No,decimal,No,No
Invoices,AmountIncl_RC,Total amount including tax in reported currency.,,No,decimal,No,No
Invoices,AmountExcl_RC,Amount excluding tax in reported currency.,,No,decimal,No,No
Invoices,DebitCreditIndicator,Shows whether the line is a debit or credit.,,No,nvarchar,No,No
Invoices,PostingKey,"Posting key (debit, credit) in accounting system.",,No,nvarchar,No,No
Invoices,InvoiceType,"Type/Category of invoice (regular, credit note, etc.).",,No,nvarchar,No,No
Invoices,CapturedBy,User or ID who captured/incoming the invoice.,,No,nvarchar,No,No
Invoices,AuthorizedBy,User/ID authorizing invoice processing.,,No,nvarchar,No,No
Invoices,InvoiceLineRef,Reference to the specific line item within the invoice.,,No,nvarchar,No,No
Invoices,DateDocumented,Date the invoice documents were received/recorded.,,No,date,No,No
Invoices,DateCaptured,Date invoice was captured into system.,,No,date,No,No
Invoices,DateAuthorized,Date of authorization.,,No,date,No,No
Invoices,PostingDate,Date posted in accounting ledgers.,,No,date,No,No
Invoices,GLAccountRiskCategory,Risk category associated with account in GL.,,No,nvarchar,No,No
Invoices,GLAccountDescription,Description for related GL account.,,No,nvarchar,No,No
Invoices,GLAccountGroup,GL group code for classification.,,No,nvarchar,No,No
Invoices,PaymentOrClearingDate,Date of payment or clearing transaction.,,No,date,No,No
Invoices,PaymentTerms,Payment terms from the vendor contract.,,No,nvarchar,No,No
Invoices,IntercompanyFlag,Indicates intercompany transaction.,,No,nvarchar,No,No
Invoices,WhiteListedVendorFlag,Shows if vendor is white-listed or pre-approved.,,No,nvarchar,No,No
Invoices,TotalInvoiceAmountRC,Total invoice amount in reporting currency.,,No,decimal,No,No
Invoices,TotalInvoiceAmountVC,Total amount in vendor's currency.,,No,decimal,No,No
Invoices,Asso#PR,Count of associated purchase requisitions,,No,decimal,No,No
Invoices,AssoPRAmount_RC,Associated purchase requisition amount in reporting currency,,No,decimal,No,No
Invoices,AssoPRRiskScore,Associated purchase requisition risk score,,No,decimal,No,No
Invoices,Asso#PO,Count of associated purchase orders,,No,decimal,No,No
Invoices,AssoPOAmount_RC,Associated purchase order amount in reporting currency,,No,decimal,No,No
Invoices,AssoPORiskScore,Associated purchase order risk score,,No,decimal,No,No
Invoices,Region,Region or jurisdiction of transaction/vendor.,,No,nvarchar,No,No
Invoices,IsDuplicateFlagged,Flag showing potential duplicate invoice.,,No,nvarchar,No,No
Invoices,Overall_Risk_Score,Vendor risk score,,No,decimal,No,No
Invoices,Overall_Tran_Risk_Score,invoice line item risk score,,No,decimal,No,No
Invoices,ML_Risk_score,Review candidate probability by machine learning,,No,decimal,No,No
Invoices,SPT_PR,Associated purchase requisition numbers separated by ; or |,,No,nvarchar,No,No
Invoices,SPT_PO,Associated purchase order numbers separate by ; or |,,No,nvarchar,No,No
Invoices,SPT_InvoiceID,Associated inoice numbers separated by ; or |,,No,nvarchar,No,No
Invoices,SPT_RowID,Line Item level primary key,,No,bigint,No,No
Invoices,Rank,Vendor's rank based on their CPIScore against all vendors.,,No,decimal,No,No
Invoices,SPT_InvoiceNumber,Associated inoice numbers separated by ; or |,,No,nvarchar,No,No
Invoices,SPT_VendorNumber,Unique identifier for vendor associated with the invoice.,,No,nvarchar,No,No
Invoices,CompanyCodeCountry,Internal code for company booking the invoice.,,No,varchar,No,No
Invoices,CompanyCodeCountryName,Name associated with the company code.,,No,varchar,No,No
Payments,CompanyCodeCountry,Internal code for company booking the invoice.,,No,nvarchar,No,No
Payments,CompanyCodeCountryName,Name associated with the company code.,,No,nvarchar,No,No
Payments,SPT_VendorNumber,Unique identifier for vendor associated with the invoice.,Contains attributes that identify and describe vendors or suppliers.,No,nvarchar,No,No
Payments,Rank,Vendor's rank based on their CPIScore against all vendors.,General payment or operational data field.,No,int,No,No
Payments,P2PFMPY603_TotalInvoiceAmount,Total amount in vendor's currency.,"Includes key payment transaction information such as invoice data, amounts, and posting details.",No,decimal,No,No
Payments,P2PICPY602_TotalInvoiceAmount,Total amount in vendor's currency.,"Includes key payment transaction information such as invoice data, amounts, and posting details.",No,decimal,No,No
Payments,P2PPVPY741_TotalInvoiceAmount,Total amount in vendor's currency.,"Includes key payment transaction information such as invoice data, amounts, and posting details.",No,decimal,No,No
